Topic,Count,Name,Representation,Representative_Docs
63,161,63_maal_voorgeschreven_daags_bloeddruk,"['maal', 'voorgeschreven', 'daags', 'bloeddruk', 'prednisolon', 'mg', 'sachet', 'afbouwschema', 'gebruik', 'hepatitis']","['Als uw immuunsysteem niet goed werkt (immunodeficiëntie) of als u geneesmiddelen gebruikt die het immuunsysteem verzwakken (zoals hoge doses corticosteroïden, immunosuppressiva of medicijnen tegen kanker), neem dan contact op met uw arts of zorgverlener”  Mij is altijd verteld dat ik vanwege mijn infliximab infuus geen levend vaccin mag toegediend krijgen.', 'Het gaat om het medicijn: efracea, deze moet ik 6 weken lang 1 maal daags 1 slikken.', 'Graag wil ik de dosering verhogen van eenmaal daags naar twee maal daags (Pentasa).']"
64,171,64_ophalen_morgen_halen_komen,"['ophalen', 'morgen', 'halen', 'komen', 'kenniskuren', 'haal', 'afhalen', 'langskomen', 'eigen', 'apotheek']","['Ik wil die graag bij de apotheek van het ziekenhuis komen halen.', 'Ik kan naar  ziekenhuis komen om ze op te halen.', 'Ik kan naar  ziekenhuis komen om ze op te halen.']"
65,114,65_verkeerd_tips_hebben_uitslag,"['verkeerd', 'tips', 'hebben', 'uitslag', 'oplossing', 'jullie', 'binnen', 'globale', 'uitslagen', 'hiervan']","['Hebben jullie nog tips?', 'Hebben jullie nog tips?', 'Heeft U hiervan al de uitslag binnen.']"
66,135,66_advies_graag_uw_ontvang,"['advies', 'graag', 'uw', 'ontvang', 'reactie', 'informatiefolder', 'jullie', 'toezending', 'hierover', 'contact']","['Graag een advies,', 'graag uw advies.', 'Graag advies wat te doen.']"
67,98,67_hoe_oplossen_iets_doen,"['hoe', 'oplossen', 'iets', 'doen', 'we', 'verder', 'tegen', 'makkelijker', 'toekomst', 'anders']","['Hoe kunnen we dit oplossen ?', 'Hoe kunnen we dit oplossen.', 'Hoe gaan we dit oplossen?']"
68,93,68_prikken_uitslag_bloed_laten,"['prikken', 'uitslag', 'bloed', 'laten', 'bekend', 'binnen', 'afvalzak', 'al', 'ingeleverd', 'geleden']","['Ik heb 27  bloed laten prikken en nog steeds geen uitslag?', 'Ik heb maandag bloed laten prikken, wat is daar de uitslag van?', 'Ik heb 12 december bloed laten prikken, is de uitslag al bekend?']"
69,91,69_uw_bericht_bedankt_medewerking,"['uw', 'bericht', 'bedankt', 'medewerking', 'antwoord', 'mededeling', 'voor', 'toelichting', 'attente', 'dank']","['Bedankt voor het bericht.', 'Bedankt voor uw bericht.', 'Bedankt voor het bericht.']"
70,101,70_doosje_af_afvraag_vraag,"['doosje', 'af', 'afvraag', 'vraag', 'vroeg', 'me', 'medicatie', 'of', 'doormiddel', 'chrohn']","['Mijn vraag is nu of het niet beter zou zijn om zowel de ontlasting als het bloed een week eerder te laten onderzoeken zodat als ik toch zou moeten wisselen van medicatie (infuus) ik meteen op 16 januari zou kunnen beginnen.', 'en   Zou het mogelijk zijn om een brief te krijgen waar in staat dat ik de ziekte van Crohn heb en welke medicijnen ik op dit moment gebruik hiervoor?', 'Dus nou vraag ik me af of die afspraak (vanwege corona) nog wel doorgaat en of het deze keer weer de bedoeling is dat ik de ontlasting laat controleren bij het lab.']"
71,107,71_symptomen_hoofdhuid_been_vocht,"['symptomen', 'hoofdhuid', 'been', 'vocht', 'ogen', 'date', 'huisarts', 'druppels', 'spier', 'ongewild']","['Ik zou even doorgeven wat de huisarts zei van de plekjes op mijn been , en van de doorverwijzing naar oogarts in verband met de pijn aan mijn ogen  De plekjes waren nu genezen , maar ik heb de foto laten zien toen ze zo rood waren ,  alles was prima nu  Wat betreft de ogen.', 'Momenteel zit mijn gezicht vol met wondjes die ontstaan vanuit rode jeukende bultjes ( geen puisten ), ook op mijn hoofd heb ik hier en daar flinke wondjes en ik vroeg mij dan ook af of het mogelijk is een doorverwijzing te kunnen krijgen naar een dermatoloog + of het mogelijk door de medicatie komt?', 'Ik heb echter vreselijke jeuk op mijn hoofdhuid en mijn vriend zegt dat het onder de rode vlekken zit, kan ik hiervoor het beste eens naar de dermatoloog om te kijken of het alleen om een droge hoofdhuid gaat of date r mss toch sprake is van een schimmel?']"
72,161,72_optie_nodig_alternatief_gevolgen,"['optie', 'nodig', 'alternatief', 'gevolgen', 'hoeft', 'vruchtbaarheid', 'toegestaan', 'dit', 'witte', 'bloedcellen']","['Zijn er nog andere optie?', 'zou dit een optie zijn?.', 'Is dat een optie ?']"
73,116,73_opgestuurd_belt_gemaild_worden,"['opgestuurd', 'belt', 'gemaild', 'worden', 'mogelijk', 'jij', 'toestemmingsverklaring', 'hoe', 'iemand', 'gefaxt']","['Kan dit nog opgestuurd worden?', 'Zou deze opgestuurd kunnen worden?', 'Is het mogelijk dat er een word opgestuurd naar mij?']"
74,86,74_voorbaat_dank_bij_hartelijke,"['voorbaat', 'dank', 'bij', 'hartelijke', 'hartelijk', 'reaktie', 'zorgdragen', 'feestdagen', 'prettige', 'uw']","['Bij voorbaat dank', 'Bij voorbaat dank,', 'Bij voorbaat dank,']"
75,149,75_bezig_jaar_minuten_verleden,"['bezig', 'jaar', 'minuten', 'verleden', 'ben', 'moeilijk', 'gehad', 'hele', 'miskraam', 'oxycontin']","['Ik voel me erg ziek en wil een aantal vragen stellen, maar vind dat moeilijk om via de chat te doen.', 'Ik was er zeker 20 minuten mee bezig.', 'Ik was er 20-30 minuten mee bezig.']"
76,94,76_bedankt_alvast_hoor_fijne,"['bedankt', 'alvast', 'hoor', 'fijne', 'zal', 'doen', 'doorfaxxen', 'dankjulliewel', 'erg', 'heel']","['Hoor graag van jullie, bedankt alvast!', 'Hoor het graag, bedankt alvast!', 'Ik hoor het graag, Bedankt alvast,']"
77,73,77_voorbaat_dank_bij_bijvoorbaat,"['voorbaat', 'dank', 'bij', 'bijvoorbaat', '', '', '', '', '', '']","['Bij voorbaat dank.', 'Bij voorbaat dank.', 'Bij voorbaat dank.']"
78,112,78_merk_ongesteld_moe_rustiger,"['merk', 'ongesteld', 'moe', 'rustiger', 'energie', 'rust', 'beter', 'enige', 'beweging', 'dagen']","['De laatste tijd merk ik dat ik een stuk minder energie heb dan normaal, zoals vermeld in mijn vorig bericht gaat het ook niet ideaal met het gewicht.', 'Ik moet eerlijk bekennen dat ik me sinds het darmonderzoek en het gebruik van deze medicatie minder goed ben gaan voelen.', 'Het gaat redelijk, met name vermoeidheid en soms wat sombere stemming hebben met name de overhand de afgelopen weken, maar gaat alweer wat beter nu.']"
79,183,79_vind_lang_duren_nooit,"['vind', 'lang', 'duren', 'nooit', 'vervelend', 'langer', 'erg', 'heel', 'akelig', 'tevreden']","['Ik vind dit erg vervelend.', 'gaat mij te lang duren.', 'Ik vind het deze keer wel extreem lang duren.']"
80,182,80_heden_gehoord_vernomen_niets,"['heden', 'gehoord', 'vernomen', 'niets', 'niks', 'tot', 'ontvangen', 'nog', 'hier', 'heb']","['Heb tot heden nog niks ontvangen.', 'Tot heden heb ik niets ontvangen.', 'Maar ik heb ze tot heden nog niet ontvangen.']"
81,107,81_bijwerkingen_gebruik_medicijn_nsaid,"['bijwerkingen', 'gebruik', 'medicijn', 'nsaid', 'gebruikte', 'buscopan', 'duidelijke', 'invloed', 'verlengde', 'diarreeremmer']","['Bijkomstig: hartmedicatie (met ""verlengde afgifte"") zal nu ook niet echt z\'n werk kunnen doen.', 'Ik heb op het linker onderbeen een plekje wat begon als een droge plek en later rood bulterig en jeuk gaf de huisarts even laten zien voor de zekerheid omdat ik volgende week infuus heb , het is eczeem zoals ik al vermoedde heb hier hydrocortison zalf voor gekregen weet niet of het gebruik van de zalf verder invloed heeft op het infuus ?', 'Ik kan u aangeven dat ik mijn pijn geen 9 geef wanneer het op te lossen is met een warme kruik (die ik dagelijks gebruik) en buscopan wat in een normale drogist te verkrijgen is en een van de middelen is die ik in het begin wel zelf heb geprobeerd… ik snap dat mijn combinatie met klachten & geen onderbouwing in het bloed het erg lastig maakt.']"
82,111,82_fijn_horen_nieuws_goed,"['fijn', 'horen', 'nieuws', 'goed', 'waardes', 'blij', 'uitslagen', 'bloeduitslagen', 'orde', 'zijn']","['Fijn om te horen dat alle uitslagen goed zijn.', 'Fijn om te horen dat de uitslagen goed waren!', 'Fijn om te horen dat ook de andere uitslagen goed zijn.']"
83,169,83_wacht_af_telefoontje_afwachten,"['wacht', 'af', 'telefoontje', 'afwachten', 'even', 'dan', 'oke', 'oké', 'wachten', 'rustig']","['zo niet dan wacht ik nog af.', 'Ik wacht dus nog even af.', 'Ik wacht dat maar gewoon even af.']"
84,106,84_apotheek_recepten_faxen_verstuurd,"['apotheek', 'recepten', 'faxen', 'verstuurd', 'naar', 'mogen', 'recept', 'fax', 'graag', 'mailadres']","['Graag faxen naar de apotheek in .', 'Graag faxen naar de apotheek in', 'Graag faxen naar de apotheek .']"
85,151,85_probleem_voldoende_doen_zal,"['probleem', 'voldoende', 'doen', 'zal', 'okay', 'oke', 'ga', 'jazeker', 'oké', 'lezen']","['Dan weet ik voldoende.', 'Weet ik voldoende!', 'prima dan weet ik voldoende.']"
86,139,86_keer_ontlasting_dag_per,"['keer', 'ontlasting', 'dag', 'per', 'slijm', 'zacht', 'soms', 'waarbij', 'toilet', 'eerste']","['Er zit nu geen bloed en slijm meer bij de ontlasting.Wel moet ik iedere keer na het eten naar het toilet.', 'Vandaag toch weer een keer of 6 naar t toilet geweest en ontlasting gehad met bloed erbij!', 'Ik heb nu nog 5-6 keer per dag ontlasting, tegen 25 a 30 keer een week geleden.']"
87,113,87_uur_00_terecht_15,"['uur', '00', 'terecht', '15', 'ochtend', '30', 'afspraak', '08', 'gepland', 'dagcentrum']","['Hou  , 23  november  na 13.00 uur zou je hebben wij een bel afspraak toch ?', 'Vandaag staat er een afspraak gepland om 1200 uur met .', 'Ik heb dinsdag 2 juni om 10.30 uur een afspraak staan bij .']"
88,135,88_crohn_maken_medicatie_heeft,"['crohn', 'maken', 'medicatie', 'heeft', 'hebben', 'mee', 'iets', 'met', 'dit', 'te']","['vraag me toch af of dit iets met de crohn  te maken heeft.', 'Ik vraag me toch of dit iets met de Crohn te maken kan hebben.', 'Maar ik vraag me nu af of het met Crohn te maken heeft.']"
89,165,89_gedaan_thuistest_calprotectine_test,"['gedaan', 'thuistest', 'calprotectine', 'test', 'maand', 'vanochtend', 'calprotectinetest', 'calprotest', 'tests', 'thuis']","['Ik heb net een calprotectine test gedaan.', 'en   Ik hen net de calprotectine test gedaan.', 'of ,  De calprotectine test heb ik deze week gedaan.']"
90,109,90_zorginstelling_provincie_telefoon_apotheek,"['zorginstelling', 'provincie', 'telefoon', 'apotheek', 'questran', 'fax', 'adres', 'recept', 'doorsturen', 'naar']","['Is het mogelijk om dit naar [ZORGINSTELLING] te sturen?', 'Is het mogelijk om dit naar [ZORGINSTELLING] te sturen?', 'Die kunt u sturen naar [ZORGINSTELLING]']"
91,106,91_alvast_bedankt_reactie_meedenken,"['alvast', 'bedankt', 'reactie', 'meedenken', 'moeite', 'chirurg', 'uw', 'voor', 'dank', 'reacite']","['Alvast bedankt voor jullie reactie', 'Alvast bedankt voor de reactie.', 'Alvast bedankt voor jullie reactie!']"
92,123,92_voorgeschreven_voeding_movicolon_risico,"['voorgeschreven', 'voeding', 'movicolon', 'risico', 'zalf', 'middelen', 'zetpillen', 'effect', 'hoge', 'gebruiken']","['Sinds het begin van het gebruik van de golimumab heb ik enigsinds wat extra moeite met mijn gewicht gekregen, sinds dien ben ik 10-15kg aangekomen over de tijd dat ik deze gebruik, ik vroeg mij af of hier tussen een verband kan zijn (tussen toename gewicht en de medicatie alswel de toename in gewicht en het ASAT niveau).', ""Aangezien dit soort middelen geen verdund water zijn, wil ik toch de vraag gesteld hebben of en dergelijke hoge dosering niet meer risico's of bijwerkingen met zich meebrengt."", ""Aangezien dit soort middelen geen verdund water zijn, wil ik toch de vraag gesteld hebben of en dergelijke hoge dosering niet meer risico's of bijwerkingen met zich meebrengt.""]"
93,85,93_snelle_reactie_bedankt_info,"['snelle', 'reactie', 'bedankt', 'info', 'voor', 'geschied', 'djw', 'waardering', 'dankjwel', 'verwerking']","['Bedankt voor de snelle reactie.', 'Bedankt voor de snelle reactie.', 'Bedankt voor de snelle reactie.']"
94,93,94_wachtwoord_mijnheer_bestand_voegen,"['wachtwoord', 'mijnheer', 'bestand', 'voegen', 'stond', 'gebruiker', 'maandelijkse', 'programma', 'immunoloog', 'deelnemer']","['Ik heb mijn oude wachtwoord ingegeven en deze veranderd in een nieuw wachtwoord...maar wil wel even checken hoe deze melding überhaupt kon verschijnen...  Alle gegevens nog veilig?', 'Ik krijg echter direct de foutmelding ""Gebruiker is geen deelnemer aan het programma"".', 'Er wordt een foutmelding gegenereerd: ""Gebruiker is geen deelnemer aan het programma"".']"
95,114,95_reden_voelt_vandaar_allemaal,"['reden', 'voelt', 'vandaar', 'allemaal', 'gewend', 'contacten', 'uitleggen', 'ingewikkeld', 'profylaxe', 'kent']","['Ik heb vandaag de calprotectine thuistest gedaan en de uitslag was 547 mg/kg.', 'Ik kan alleen niet uitleggen wat de reden is dat het niet schadelijk is.', 'Ik kan alleen niet uitleggen wat de reden is dat het niet schadelijk is.']"
96,112,96_aantal_vraag_daarnaast_vragen,"['aantal', 'vraag', 'daarnaast', 'vragen', 'tweetal', 'andere', 'algemene', 'aanvullende', 'belangrijke', 'nog']","['Heb een aantal vragen.', '/   ik heb een aantal vragen.', 'Ik heb een aantal vragen.']"
97,151,97_slijm_bloed_ontlasting_klein,"['slijm', 'bloed', 'ontlasting', 'klein', 'waterdunne', 'sinds', 'spoortjes', 'dunne', 'bij', 'beetje']","['Verder heb ik sinds twee dagen slijm bij de ontlasting.', 'Sinds 14 dagen heb ik bloed en slijm bij mijn ontlasting.', 'Ik heb ook weer bloed en slijm bij de ontlasting en meer luchtophopingen.']"
98,116,98_weekend_fijn_fijne_feestdagen,"['weekend', 'fijn', 'fijne', 'feestdagen', 'alvast', 'jaarwisseling', 'prettig', 'gewenst', 'prettige', 'overgegeven']","['Fijn weekend alvast!', 'Fijn weekend alvast en', 'Fijn weekend alvast.']"
99,75,99_alvast_fijne_moeite_dankuwel,"['alvast', 'fijne', 'moeite', 'dankuwel', 'dankjewel', 'doorgefaxt', 'zorginstelling', 'reeds', 'dag', 'bedankt']","['Alvast bedankt voor de moeite.', 'Alvast bedankt voor de moeite.', 'Alvast bedankt voor de moeite.']"
100,112,100_pillen_bijna_azathiopirine_zetpillen,"['pillen', 'bijna', 'azathiopirine', 'zetpillen', 'cortiment', 'azethoprine', 'zijn', 'netol', 'op', 'medicijnen']","['mijn azathiopirine pillen zijn weer bijna op.', 'mijn azathiopirine pillen zijn weer bijna op.', 'mijn azathiopirine pillen zijn weer bijna op.']"
101,97,101_erop_monsters_invloed_vraag,"['erop', 'monsters', 'invloed', 'vraag', 'gelden', 'programma', 'infuuscentrum', 'af', 'stop', 'neem']","['Ik neem aan dat het nog steeds de bedoeling is dat ik er na 7 weken mee stop?', 'Mijn vraag is of dit klopt dat ik bloedafname en afgeven van monsters op de dag van afspraak kan doen of toch liever een week voor de afspraak.', 'Mijn vraag is of dit klopt dat ik bloedafname en afgeven van monsters op de dag van afspraak kan doen of toch liever een week voor de afspraak.']"
102,191,102_prima_helemaal_klopt_plan,"['prima', 'helemaal', 'klopt', 'plan', 'idee', 'goed', 'lijkt', 'ja', 'inderdaad', 'bedoelde']","['Dat is helemaal prima!', 'Dat is helemaal prima.', 'Helemaal prima !']"
103,107,103_azathioprine_betreft_50_2dd,"['azathioprine', 'betreft', '50', '2dd', 'daags', 'berichtje', 'tablet', 'b4', 'mg', 'klinion']","['Het betreft azathioprine 50 mg, 2dd.', 'Het betreft azathioprine 50 mg, 2dd.', 'Het betreft azathioprine 50 mg, 2dd.']"
104,195,104_weet_niet_precies_wat,"['weet', 'niet', 'precies', 'wat', 'doen', 'moet', 'zeker', 'goed', 'hoeveel', 'hoe']","['Ik weet toch even niet zo goed wat ik moet doen.', 'Ik weet niet zo goed wat ik nu moet doen.', 'Ik weet niet zo goed wat ik nu moet doen.']"
105,82,105_dacht_darmklachten_last_gister,"['dacht', 'darmklachten', 'last', 'gister', 'avond', 'pakken', 'koliek', 'veel', 'ongemakkelijk', 'ochtenduren']","['Ik zit al 10+ jaar in het CU circuit en heb nog nooit ergens over gezeurd, nooit (dit kunnen jullie nakijken lijkt me)...maar deze spuit is voor mij niet te doen: ontzettend pijnlijk, ongemakkelijk, dagenlang hoofdpijn en spierpijn na het zetten van de spuit en een algeheel gevoel van malaise, misselijk.', 'nee wat raar ik heb nergens last van, wel heb ik als ik mijn maandelijkse periode heb, last van buikpijn nu weet ik natuurlijk niet of dat door de crohn komt of maandelijkse periode.', 'Nu ben ik blij geen medicijnen meer te hebben, maar nu heb ik al sinds zaterdag avond laat diarree water diarree als ik het voel moet ik ook gelijk gaan, ik dacht iets verkeerd gegeten gedronken maar nee dan zou al over moeten zijn .']"
106,117,106_foliumzuur_mtx_bestellen_capsules,"['foliumzuur', 'mtx', 'bestellen', 'capsules', 'mg', 'esomeprazol', 'psylliumvezels', 'aristo', 'suikervrij', 'granulaat']","['Ik zou graag mijn medicatie willen bestellen, het gaat om de mtx 20mg en de foliumzuur.', 'Ik zou graag mijn medicatie willen bestellen het gaat om de mtx 20 mg en de foliumzuur.', 'graag zou ik mijn medicatie bestellen, het gaat om de mtx 20mg en de foliumzuur.']"
107,105,107_vragenlijst_stond_vandaar_code,"['vragenlijst', 'stond', 'vandaar', 'code', 'reuma', 'antwoorden', 'internist', 'labbriefje', 'arts', 'verantwoordelijk']","['Op het formulier stond mercaptopurine  spiegel, maar ik neem thiosix.', 'Ontlasting hoef ik niet mee te nemen maar ik zal het wel doen Mag ik vragen welke bloedonderzoek jullie gaan doen?', 'Ontlasting hoef ik niet mee te nemen maar ik zal het wel doen Mag ik vragen welke bloedonderzoek jullie gaan doen?']"
108,94,108_overstappen_thiosix_inschatten_vind,"['overstappen', 'thiosix', 'inschatten', 'vind', 'prednison', 'heleboel', 'trimester', 'jaar', 'onzekerheid', 'enorm']","['Helaas en met veel moeite wil ik toch graag kijken naar andere medicatie, omdat deze me echt veel te duur is en ik kan het niet betalen meer... vind het enorm rot, maar er is geen andere optie.', 'Purinethol heb ik maar kort gebruik begin van het jaar en toen moeten overstappen naar thiosix.', 'Purinethol heb ik maar kort gebruik begin van het jaar en toen moeten overstappen naar thiosix.']"
109,119,109_prednisolon_afgebouwd_eustikinimab_dosis,"['prednisolon', 'afgebouwd', 'eustikinimab', 'dosis', 'korrels', 'schuimklysma', 'opvlamming', 'instructie', 'entocort', 'zetpillen']","['In April na bloedonderzoeken werd er armoede geconstateerd en bepaalde hogere waardes(waarom 1x per jaar bloedonderzoeken en niet 2x per jaar om hier sneller op te kunnen reageren bij afwijkende uitslagen).Voorgeschreven ijzertabletjes maar kwam er achter dat ik hier buikpijn van kreeg en heb daarom in Mei hiervoor in de plaats een ijzerinfuus gehad, andere hogere waardes??', 'Afgelopen vrijdag heb ik de prednisolon afgebouwd van 7,5 naar 5 mg. Komende vrijdag is het bedoeling dat ik naar 2,5 mg per dag ga. De arts wilde ook dat ik ontlasting zou inleveren om de calprotectine te bepalen en dat heb ik donderdag afgegeven, maar die uitslag zal waarschijnlijk nog niet bekend zijn.', 'vandaag mijn nieuwe doos gekregen met de medicatie, in de medicatie van volgende week zit de Prednisolon slechts t/m dinsdag, wordt deze daarna weer afgebouwd??']"
110,143,110_endoscopie_gepland_staat_uur,"['endoscopie', 'gepland', 'staat', 'uur', '00', '30', 'ingepland', '14', '15', '13']","['Deze staat gepland voor woensdag 9 december om 14:50 uur.', 'Mijn Coloscopy is verplaatst  Van: donderdag  om 15:45 uur bij functieafdeling Endoscopie  Naar: woensdag  om 15:45 uur bij functieafdeling Endoscopie.', 'Mijn Endoscopie staat gepland voor woensdag  om 14.15 uur.']"
111,78,111_hieraan_doen_wat_eraan,"['hieraan', 'doen', 'wat', 'eraan', 'ondernemen', 'we', 'kunnnen', 'kan', 'actie', 'mee']","['Wat kan ik hieraan doen ?', 'Wat hieraan te doen?', 'Wat kunnen we hieraan doen?']"
112,169,112_voel_lekker_me_goed,"['voel', 'lekker', 'me', 'goed', 'echt', 'prima', 'ziek', 'slecht', 'fit', 'maagdrankje']","['Ik voel mij redelijk goed !', 'Ik voel mij niet goed.', 'Voel mij ook heel goed.']"
113,191,113_slik_gebruik_prednison_gram,"['slik', 'gebruik', 'prednison', 'gram', 'per', 'dag', 'wekelijks', 'pentasa', 'sinds', 'humira']","['Sinds anderhalve week gebruik ik prednison.', 'Overigens gebruik ik wel nog prednison, 7,5 mg per dag.', 'Sinds vorige week gebruik ik ook nog 20mg prednison per dag.']"
114,92,114_adres_margraten_apotheek_email,"['adres', 'margraten', 'apotheek', 'email', 'gasthuis', 'welk', 'naam', 'veranderd', 'fax', 'inspanningstest']","['Het nieuwe adres is /3 .', 'Mijn nieuwe adres is , .', 'Mijn nieuwe adres is :                                        .']"
115,128,115_sessie_klaar_site_foto,"['sessie', 'klaar', 'site', 'foto', 'scannen', 'inloggen', 'melding', 'staat', 'afbeelding', 'geopend']","['Ook dat ik steeds een mail krijg dat er een sessie voor mij klaar staat en als ik inlog dan staat er geen sessie voor mij klaar.', 'Er staat alleen een sessie actieve zelfmanager klaar in mijn IBD coach, geen periodieke vragenlijst.', 'Bij de installatie moet men 2 x een test afbeelding scannen waarbij de 2de afbeelding niet  geeft een error met verlichting aan daarom op meerdere plekken geprobeerd in buitenlicht en extra belicht met een bouwlamp maar de afbeelding blijft niet scannen , Android versie van de telefoon is goed.']"
116,79,116_mevrouw_heer_gepland_darmonderzoek,"['mevrouw', 'heer', 'gepland', 'darmonderzoek', 'staat', 'vanavond', 'meneer', 'endoscopie', 'infuus', 'ingepland']","['Woensdag 20 juli staat er een endoscopie voor mij ingepland.', '17 februari staat er een endoscopie gepland.', 'Op 11 mei staat er een endoscopie gepland.']"
117,58,117_dank_uw_reactie_moeite,"['dank', 'uw', 'reactie', 'moeite', 'antwoord', 'snelle', 'alvast', 'voor', 'bedankt', 'uiterst']","['Dank voor uw reactie.', 'Dank voor de reactie.', 'Dank voor de reactie.']"
118,99,118_manier_zal_ophalen_eenmaal,"['manier', 'zal', 'ophalen', 'eenmaal', 'maken', 'proberen', 'vergissing', 'foute', 'morgen', 'gewerkt']","['Mogelijk op de foute manier.', 'Mogelijk op de foute manier.', 'Ik zal vandaag of morgen de nieuwe test proberen.']"
119,57,119_hoor_graag_alvast_uw,"['hoor', 'graag', 'alvast', 'uw', 'bedankt', 'reactie', 'verneem', 'het', 'mochten', 'lukt']","['Ik hoor het graag!', 'Ik hoor het graag!', 'Ik hoor het graag!']"
120,104,120_laag_oorzaak_leren_verhoging,"['laag', 'oorzaak', 'leren', 'verhoging', 'sport', 'radeloos', 'accepteren', 'sporten', 'dieet', 'afgevallen']","['Ook ben ik onder behandeling bij een psycholoog om om te leren gaan met stress en te relativeren.', 'Ik heb een vraag, ik ga beginnen met sporten om een betere conditie op te bouwen en om wat lichamelijke klachten te verbeteren omdat ik merk dat alles veel moeite kost.', 'dit gezien de situatie waarin in verkeer : Voel me momenteel erg slecht wegens relatie probleem , ben enorm afgevallen .']"
121,118,121_bloeduitslagen_bloeduitslag_bekend_binnen,"['bloeduitslagen', 'bloeduitslag', 'bekend', 'binnen', 'al', 'waren', 'zijn', 'toevallig', 'ontlastingkweek', 'aanpassingen']","['Zijn mijn bloeduitslagen al bekend?', 'Zijn de bloeduitslagen al bekend.', 'Zijn de bloeduitslagen al bekend?']"
122,148,122_telefonisch_contact_elkaar_spreken,"['telefonisch', 'contact', 'elkaar', 'spreken', 'hebben', 'mogelijk', 'misschien', 'gekeken', 'even', 'gehad']","['Is t mogelijk om als nog telefonisch contact te hebben met ?', 'Is het mogelijk om vandaag telefonisch contact te hebben ?', 'Is het mogelijk vandaag telefonisch  contact te hebben met elkaar ?']"
123,136,123_uur_00_30_12,"['uur', '00', '30', '12', '15', '09', '10', '05', '11', '13']","['ik heb een afspraak voor maandag 7 maart om 9.05 Uur.', 'en ,  Ik heb een afspraak met  op Maandag  om 12:30 uur.', 'Ik heb de afspraak donderdag 2 december om 9 uur.']"
124,70,124_verhaal_ontlastingstest_kwijt_terugvinden,"['verhaal', 'ontlastingstest', 'kwijt', 'terugvinden', 'spuitje', 'slaat', 'drankje', 'exact', 'richtlijnen', 'brief']","['Nu krijg ik de uitnodiging van de endoscopie afdeling met wel de hele uitleg van de voorbereiding en een recept voor het drankje.', 'ik heb de test nogmaals exact volgens de procedure uitgevoerd  hij slaat na scannen resultaat telkens door naar een nieuwe timer.', ""Alles leek wederom prima te verlopen echter bij test B krijg ik wederom iedere keer de melding ''uitleesfout''.""]"
125,86,125_test_gedaan_coronatest_antibiotica,"['test', 'gedaan', 'coronatest', 'antibiotica', 'vanmorgen', 'weekspuit', 'lab', 'calprotectinebepaling', 'vlucht', 'cdl']","['Ik heb ongeveer twee weken geleden de thuis ontlasting test gedaan en die was wat hoog.', 'Gisteren heb ik de test gedaan en die is negatief.', ""Ik heb vanochtend voor het eerst zelf zo'n ontlasting test gedaan thuis, een heel gedoe.""]"
126,75,126_kwaad_hoesten_oogdruk_downs,"['kwaad', 'hoesten', 'oogdruk', 'downs', 'grijs', 'ups', 'vermindert', 'stopgezet', 'zozeer', 'fors']","['Vorig jaar had ik hier ook last van en ik weet niet of het kwaad kan als ik hier verder niets mee doe?', 'Vorig jaar had ik hier ook last van en ik weet niet of het kwaad kan als ik hier verder niets mee doe?', 'medewerker  Ik moest even contact opnemen, en een melding doorgeven  Ik ben nu bij het infusie centrum voor de tweede infuus entyvio  Na de eerste had ik wel veel pijn aan rug en schouders en armen en nek  Ik las ook dat het een van de bijwerkingen kan zijn , vandaar ik dacht “ even afwachten “  de medicatie zal ook tijd nodig hebben om te gaan werken .']"
127,86,127_plannen_mogelijk_desnoods_afspraak,"['plannen', 'mogelijk', 'desnoods', 'afspraak', 'getekend', 'ontlastings', 'afhalen', 'liefst', 'inclusief', 'om']","['Is it mogelijk met dat afspraak?', 'is het mogelijk om een afspraak in te plannen?', 'Is het mogelijk om een afspraak bij  in te plannen?']"
128,89,128_hartelijk_dank_hulp_uw,"['hartelijk', 'dank', 'hulp', 'uw', 'reactie', 'snelle', 'voor', 'wederom', 'bericht', 'eerste']","['Hartelijk dank voor u reactie..', 'Hartelijk dank voor uw reactie.', 'Hartelijk dank voor de medeling.']"
129,178,129_beter_gaat_algemeen_gelukkig,"['beter', 'gaat', 'algemeen', 'gelukkig', 'moedeloos', 'langzaam', 'geschrokken', 'leek', 'lijkt', 'schrok']","['het gaat wel wat beter iedere dag.', 'Gaat nu ook inderdaad wat beter.', 'Het gaat nu wat beter.']"
130,69,130_bijhouden_suf_overdreven_regels,"['bijhouden', 'suf', 'overdreven', 'regels', 'zelden', 'reizen', 'doel', 'vind', 'excuus', 'waardes']","['In de sessie van mijnibdcoach over de zelftest stond dat er een waarde van 0 uit de test was gekomen terwijl op de app een waarde van 101 uit kwam.', 'Ik vind de waarde wel handig om te weten, mede ook omdat mijn man in het ziekenhuis werkt en dit ook prettig vindt om te weten.', 'De hele maand september ben ik niet in Nederland, dus indien ik de medicatie ook dan moet gebruiken, zou ik graag voldoende medicatie ontvangen om in ieder geval tot en met de eerste week van oktober 2022 te overbruggen.']"
131,65,131_inlever_middels_genoemd_verlagen,"['inlever', 'middels', 'genoemd', 'verlagen', 'bedoeling', 'hold', 'policontrole', 'overwogen', 'coronavrij', 'ziekenhuisopname']","['Vraag is wel wat ik eraan kan doen om genoemd percentage te verlagen ?', 'Vraag is wel wat ik eraan kan doen om genoemd percentage te verlagen ?', 'of ,  Is het de bedoeling dat ik voor mijn policontrole op 27-7 nog bloed prik of ontlasting inlever?']"
